,Square,Length,Width,Road,Floor,Bedroom,Price,Direction,DiningRoom,Kitchen,Legal,Terrace,Garage,Owned,Route,Ward,District,City,Type Of New,Type Of Estate
780,1.0,20,8,7,4,5,32 tỷ,_,,,,,,,Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh,Cần bán,Nhà trong hẻm
781,3.0,11,"3,5",20,5,5,20 tỷ,_,,,,,,,Đường Nguyễn Trãi, Phường 1, Quận 5, Hồ Chí Minh,Cần bán,Nhà mặt tiền
782,5.0,"12,5",4,8,3,3,"1,25 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,,,Đường Huỳnh Văn Trí, Xã Bình Chánh, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
783,7.0,"19,5","3,7",15,5,5,28 tỷ,_,,,,,,,Đường Phó Cơ Điều, Phường 12, Quận 5, Hồ Chí Minh,Cần bán,Nhà mặt tiền
784,5.0,,36,5,,,"2,5 tỷ",_,,,,,,,Đường Gò Me, Xã Hiệp Phước, Huyện Nhà Bè, Hồ Chí Minh,Cần bán,"Đất nông, lâm nghiệp"
785,6.0,14,"4,5",6,3,4,"13,8 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh,Cần bán,Nhà trong hẻm
786,6.0,,,,,2,"2,1 tỷ",_,,,,,,,4 Đường Đào Trí, Phường Phú Mỹ, Quận 7, Hồ Chí Minh,Cần bán,Căn hộ chung cư
787,5.0,,,7,1,3,"3,6 tỷ",_,,,,,,,Đường Bùi Thị Xuân, Phường 1, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà mặt tiền
788,2.0,15,"4,2",4,4,5,"6,26 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,1565/15 Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh,Cần bán,Nhà trong hẻm
789,5.0,8,7,25,18,2,"2,3 tỷ",Tây Nam,Y,Y,Sổ hồng/ Sổ đỏ,,Y,,9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh,Cần bán,Căn hộ chung cư
790,3.0,,,,,1,719 triệu,_,,,,,,,Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,Căn hộ chung cư
791,7.0,16,4,15,7,14,38 tỷ,_,,,Sổ hồng/ Sổ đỏ,,,,Đường Đề Thám, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh,Cần bán,"Nhà hàng, khách sạn"
792,8.0,16,5,8,3,4,"7,2 tỷ",Tây Nam,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh,Cần bán,Nhà mặt tiền
793,9.0,18,5,7,,,8 triệu / m,Đông Nam,,,Sổ hồng/ Sổ đỏ,,Y,,Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
794,5.0,,,5,,,430 triệu,_,,,,,,,Đường Vĩnh Lộc, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
795,8.0,,,25,3,4,"18,5 tỷ",Tây,,,Sổ hồng/ Sổ đỏ,,,,Đường Số 41, Phường Tân Phong, Quận 7, Hồ Chí Minh,Cần bán,Nhà mặt tiền
796,5.0,28,18,5,,,870 triệu,_,,,Sổ hồng/ Sổ đỏ,,Y,,Đường Bà Thiên, Xã Nhuận Đức, Huyện Củ Chi, Hồ Chí Minh,Cần bán,"Đất nông, lâm nghiệp"
797,9.0,18,"4,5",12,2,2,17 tỷ,Tây Bắc,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,666 Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh,Cần bán,Nhà trong hẻm
798,1.0,14,3,6,4,4,"3,45 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,,,Đường Đặng Nhữ Lâm, Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh,Cần bán,Nhà trong hẻm
799,7.0,16,"4,1",8,4,4,15 tỷ,_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,666 Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh,Cần bán,Nhà trong hẻm
800,1.0,20,6,30,4,3,"16,8 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Đỗ Xuân Hợp, Phường An Phú, Quận 2, Hồ Chí Minh,Cần bán,"Biệt thự, nhà liền kề"
801,8.0,21,4,5,3,4,"4,6 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,,,19x/xx Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh,Cần bán,Nhà mặt tiền
802,7.0,,,,,2,"3,15 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,,Y,,Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh,Cần bán,Căn hộ chung cư
803,8.0,"10,29","7,82",5,,2,"6,2 tỷ",Đông Nam,,,Sổ hồng/ Sổ đỏ,,,,Đường số 385, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh,Cần bán,Nhà trong hẻm
804,9.0,24,"4,25",18,4,7,38 tỷ,Tây Bắc,Y,,Sổ hồng/ Sổ đỏ,,Y,,Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh,Cần bán,Nhà mặt tiền
805,5.0,14,4,18,4,5,18 tỷ,_,,,Sổ hồng/ Sổ đỏ,Y,,,319 Đường Vĩnh Viễn, Phường 5, Quận 10, Hồ Chí Minh,Cần bán,Nhà mặt tiền
806,8.0,18,,10,3,4,12 tỷ,_,,,,,,,Đường D2, Phường 25, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
807,9.0,16,7,20,1,1,35 tỷ,_,,,,,,,Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh,Cần bán,Nhà mặt tiền
808,2.0,36,8,12,4,8,64 tỷ,_,,,,,,,Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh,Cần bán,"Biệt thự, nhà liền kề"
809,5.0,"7,5",7,20,1,2,"2,16 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,295 Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh,Cần bán,Căn hộ chung cư
810,5.0,11,4,4,3,10,"6,8 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Hồ Chí Minh,Cần bán,Nhà trong hẻm
811,5.0,7,8,10,7,2,"1,85 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,359 Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh,Cần bán,Nhà mặt tiền
812,1.0,,,20,,,23 triệu / m,_,,,,,,,Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh,Cần bán,"Đất nền, liền kề, đất dự án"
813,4.0,12,4,5,,,385 triệu,_,,,,,,,Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
814,2.0,25,10,30,4,4,65 tỷ,_,,,,,,,Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà mặt tiền
815,3.0,"14,5",3,2,2,4,"3,1 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Lý Thường Kiệt, Phường 7, Quận Gò Vấp, Hồ Chí Minh,Cần bán,Nhà trong hẻm
816,6.0,"14,5",4,4,2,2,"5,3 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh,Cần bán,Nhà trong hẻm
817,7.0,25,3,25,9,2,"1,9 tỷ",Đông,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh,Cần bán,Căn hộ chung cư
818,1.0,20,5,6,1,2,"13,9 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh,Cần bán,Nhà trong hẻm
819,8.0,22,"4,6",30,1,1,29 tỷ,_,,,,,,,Đường Cách Mạng Tháng Tám, Phường 8, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà mặt tiền
820,1.0,,,40,4,6,52 tỷ,_,,,,,,,Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh,Cần bán,Nhà mặt tiền
821,6.0,17,"3,5",4,3,4,7 tỷ,_,,,Sổ hồng/ Sổ đỏ,,,,Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà trong hẻm
822,1.0,20,6,4,4,4,"7,2 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,KDC VĨNH LỘC Đường D3, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,Cần bán,"Biệt thự, nhà liền kề"
823,2.0,35,8,24,1,4,50 tỷ,_,,,,,,,Đường Hồng Bàng, Phường 9, Quận 6, Hồ Chí Minh,Cần bán,Nhà mặt tiền
824,9.0,15,6,16,4,5,32 tỷ,_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, Hồ Chí Minh,Cần bán,Nhà mặt tiền
825,4.0,11,4,4,,,310 triệu,_,,,Giấy tờ hợp lệ,,,,Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
826,1.0,22,5,25,6,9,14 tỷ,_,Y,Y,,Y,Y,,Đường Quang Trung, Phường 7, Quận Gò Vấp, Hồ Chí Minh,Cần bán,Nhà mặt tiền
827,1.0,14,9,6,6,18,"12,6 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường D2, Phường 25, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
828,1.0,16,10,10,6,25,"15,5 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
829,1.0,4,3,30,3,3,"5,1 tỷ",_,,,,,,,Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh,Cần bán,Nhà mặt tiền
830,4.0,15,3,5,2,3,6 tỷ,_,,,,,,,Đường Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận, Hồ Chí Minh,Cần bán,Nhà trong hẻm
831,8.0,18,"4,6",3,3,4,"6,3 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Đất Thánh, Phường 6, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà trong hẻm
832,1.0,30,5,8,6,18,"13,5 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
833,4.0,20,4,14,4,6,"25,9 tỷ",_,,,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Phó Cơ Điều, Phường 12, Quận 5, Hồ Chí Minh,Cần bán,Nhà mặt tiền
834,3.0,10,"4,5",12,2,4,"11,5 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Hoàng Sa, Phường 11, Quận 3, Hồ Chí Minh,Cần bán,Nhà mặt tiền
835,1.0,24,8,12,4,5,"19,5 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh,Cần bán,"Biệt thự, nhà liền kề"
836,1.0,22,5,30,5,4,"13,5 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Quang Trung, Phường 9, Quận Gò Vấp, Hồ Chí Minh,Cần bán,Nhà mặt tiền
837,7.0,70,100,30,1,1,210 tỷ,_,,,Sổ hồng/ Sổ đỏ,,Y,,Đường Lã Xuân Oai, Phường Long Trường, Quận 9, Hồ Chí Minh,Cần bán,Nhà mặt tiền
838,5.0,20,5,30,6,12,37 tỷ,_,Y,Y,,Y,Y,,Đường D2, Phường 25, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
839,8.0,17,"5,2",20,7,7,35 tỷ,_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Hùng Vương, Phường 9, Quận 5, Hồ Chí Minh,Cần bán,Nhà mặt tiền
840,5.0,15,"3,5",16,2,6,"12,3 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Đặng Chất, Phường 3, Quận 8, Hồ Chí Minh,Cần bán,Nhà mặt tiền
841,4.0,24,15,20,1,1,130 tỷ,_,,,Sổ hồng/ Sổ đỏ,,,,Đường Huỳnh Văn Bánh, Phường 15, Quận Phú Nhuận, Hồ Chí Minh,Cần bán,Nhà mặt tiền
842,2.0,20,12,12,3,5,48 tỷ,_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường số 27, Phường An Phú, Quận 2, Hồ Chí Minh,Cần bán,Nhà mặt tiền
843,1.0,21,"7,5",6,4,5,"10,5 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà trong hẻm
844,8.0,16,5,12,,,"1,9 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Long Thuận, Phường Long Phước, Quận 9, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
845,8.0,16,5,12,,,"2,5 tỷ",_,,,,,,,Đường Giang Văn Minh, Phường An Phú, Quận 2, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
846,1.0,21,"4,8","2,5",2,4,"7,3 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Cầm Bá Thước, Phường 7, Quận Phú Nhuận, Hồ Chí Minh,Cần bán,Nhà trong hẻm
847,9.0,19,5,12,,,"2,5 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
848,3.0,9,4,3,2,2,"2,15 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,,,,Đường Thạnh Xuân 18, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh,Cần bán,Nhà trong hẻm
849,5.0,25,20,10,,40,"4,05 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Trần Văn Giàu, Xã Lê Minh Xuân, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,"Phòng trọ, nhà trọ"
850,1.0,20,5,12,,,2 tỷ,_,,,Sổ hồng/ Sổ đỏ,,,,Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
851,1.0,29,"4,5",6,3,4,"12,2 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường số 475, Phường Phước Long B, Quận 9, Hồ Chí Minh,Cần bán,Nhà mặt tiền
852,2.0,"23,5","10,7",10,4,5,25 tỷ,_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh,Cần bán,"Biệt thự, nhà liền kề"
853,3.0,9,"3,7",5,2,3,"3,7 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,,,Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh,Cần bán,Nhà mặt tiền
854,8.0,16,5,12,,,"2,1 tỷ",_,,,,,,,Đường An Phú Tây - Hưng Long, Xã Hưng Long, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
855,3.0,9,"4,5",3,4,4,"6,2 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Hồ Chí Minh,Cần bán,Nhà trong hẻm
856,5.0,11,"4,5",6,4,3,"6,4 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Nguyễn Thượng Hiền, Phường 6, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà trong hẻm
857,3.0,"22,5",17,12,3,6,24 tỷ,_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường số 23, Phường Phước Long B, Quận 9, Hồ Chí Minh,Cần bán,"Biệt thự, nhà liền kề"
858,4.0,12,"3,5",3,4,5,"6,9 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,,,Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh,Cần bán,Nhà trong hẻm
859,4.0,11,4,3,2,4,"4,4 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,,,Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh,Cần bán,Nhà trong hẻm
860,5.0,14,4,6,2,4,"6,7 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh,Cần bán,Nhà trong hẻm
861,7.0,20,"4,2",20,4,5,"19,5 tỷ",_,,,,Y,Y,,Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh,Cần bán,Nhà mặt tiền
862,1.0,20,5,12,,,"1,7 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
863,9.0,20,5,8,4,5,"15,5 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Cô Giang, Phường 7, Quận Phú Nhuận, Hồ Chí Minh,Cần bán,Nhà mặt tiền
864,7.0,12,5,5,1,3,"1,25 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,,,,Đường Đặng Văn Bi, Phường Trường Thọ, Thành phố Thủ Đức, Hồ Chí Minh,Cần bán,Nhà mặt tiền
865,1.0,50,20,12,,,"2,5 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,,Y,,Tỉnh Lộ 7, Xã Phước Thạnh, Huyện Củ Chi, Hồ Chí Minh,Cần bán,Trang trại
866,1.0,30,5,8,,,600 triệu,_,,,Sổ hồng/ Sổ đỏ,,,,Đường Hồ Văn Tắng, Xã Tân Phú Trung, Huyện Củ Chi, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
867,9.0,18,5,10,,,"1,7 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường An Phú Đông 13, Phường An Phú Đông, Quận 12, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
868,3.0,12,3,3,2,2,"2,25 tỷ",Đông Nam,,,,,,,Đường Số 10, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,Cần bán,Nhà trong hẻm
869,1.0,27,9,20,10,10,105 tỷ,_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, Hồ Chí Minh,Cần bán,Nhà mặt tiền
870,6.0,"13,4","4,5",3,2,2,"6,55 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,,,,Đường Thành Mỹ, Phường 8, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà trong hẻm
871,7.0,14,5,5,1,2,"1,3 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,,,,Đường D2, Phường 25, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
872,8.0,17,5,10,,,"2,8 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
873,6.0,"8,6",4,8,1,2,640 triệu,_,Y,Y,Sổ hồng/ Sổ đỏ,,,,Đường Tỉnh lộ 10, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
874,2.0,30,8,30,1,2,27 tỷ,_,,,,,,,Đường Nhất Chi Mai, Phường 13, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà mặt tiền
875,9.0,18,5,12,,,"1,5 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh,Cần bán,"Đất nền, liền kề, đất dự án"
876,1.0,30,5,12,,,"1,5 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Tỉnh lộ 10, Xã Lê Minh Xuân, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
877,8.0,22,4,6,4,6,"11,2 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà trong hẻm
878,3.0,"6,5",5,4,3,3,"4,75 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Lạc Long Quân, Phường 11, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà trong hẻm
879,2.0,28,10,30,3,2,65 tỷ,_,,,,,,,Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà mặt tiền
880,1.0,20,5,20,,,550 triệu,_,,,Sổ hồng/ Sổ đỏ,,,,Đường Quốc lộ 22, Xã Tân Phú Trung, Huyện Củ Chi, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
881,4.0,20,20,20,20,20,65 tỷ,_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường A4, Phường 13, Quận Tân Bình, Hồ Chí Minh,Cần bán,Nhà mặt tiền
882,4.0,35,6,20,3,6,21 tỷ,_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh,Cần bán,Nhà mặt tiền
883,6.0,15,4,4,1,3,"1,35 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,Y,,,Đường Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
884,8.0,17,5,8,,,"3,5 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
885,9.0,,,20,3,,32 tỷ,_,,,,,,,Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, Hồ Chí Minh,Cần bán,Nhà mặt tiền
886,5.0,,,8,3,4,"5,59 tỷ",_,,,,,,,Đường Nơ Trang Long, Phường 11, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Nhà trong hẻm
887,3.0,7,4,12,2,3,"1,7 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh,Cần bán,Nhà trong hẻm
888,8.0,,,10,1,,"30,5 tỷ",_,,,,,,,Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh,Cần bán,Nhà trong hẻm
889,7.0,13,5,7,6,2,"1,5 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,146 Đường Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Hồ Chí Minh,Cần bán,Căn hộ chung cư
890,8.0,16,5,15,,,"3,8 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
891,7.0,15,5,5,1,2,"1,3 tỷ",Đông Nam,Y,Y,Sổ hồng/ Sổ đỏ,,,,Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh,Cần bán,Nhà mặt tiền
892,1.0,20,6,12,,,3 tỷ,_,,,Sổ hồng/ Sổ đỏ,,,,Đường Dương Đình Hội, Phường Phước Long B, Quận 9, Hồ Chí Minh,Cần bán,"Đất nền, liền kề, đất dự án"
893,7.0,13,5,20,6,2,"1,35 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,207 Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, Hồ Chí Minh,Cần bán,Căn hộ chung cư
894,3.0,34,8,20,1,1,200 tỷ,_,,,Sổ hồng/ Sổ đỏ,,,,Đường Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, Hồ Chí Minh,Cần bán,Nhà mặt tiền
895,1.0,20,5,15,,,"3,2 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
896,1.0,20,5,15,,,"3,5 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Bình Trưng Trắc, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
897,7.0,,,6,4,,22 tỷ,_,,,,,,,Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh,Cần bán,Nhà trong hẻm
898,1.0,20,5,15,,,"2,1 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Nguyễn Văn Linh, Phường 7, Quận 8, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
899,9.0,16,"7,5",20,5,23,"36,5 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Ngô Gia Tự, Phường 2, Quận 10, Hồ Chí Minh,Cần bán,Nhà mặt tiền
900,7.0,15,5,5,1,3,"1,3 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,,,,Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh,Cần bán,Nhà mặt tiền
901,1.0,0,0,0,5,,"32,5 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Đặng Văn Bi, Phường Trường Thọ, Thành phố Thủ Đức, Hồ Chí Minh,Cần bán,"Nhà hàng, khách sạn"
902,8.0,16,5,10,,,"2,2 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh,Cần bán,"Đất thổ cư, đất ở"
903,5.0,14,"3,5",3,2,2,"3,2 tỷ",_,,,Sổ hồng/ Sổ đỏ,,,,Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Hồ Chí Minh,Cần bán,Nhà trong hẻm
904,8.0,16,5,15,1,3,"1,3 tỷ",_,Y,Y,Sổ hồng/ Sổ đỏ,Y,Y,,Đường Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Hồ Chí Minh,Cần bán,Nhà mặt tiền
